證券代號,交易日,成交股數,成交筆數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,最後揭示買價,最後揭示買量,最後揭示賣價,最後揭示賣量,本益比
0050,2021-12-01,4329326,5203,603377795,138.1,140.5,138.05,140.3,2.3,140.25,11,140.3,8,0.0
0051,2021-12-01,82154,120,4865422,59.25,59.55,58.95,59.55,0.1,59.45,2,59.55,57,0.0
0052,2021-12-01,443264,345,57259339,127.7,130.05,127.6,129.8,2.1,129.75,2,129.8,17,0.0
0053,2021-12-01,1047,5,70349,67.2,67.2,67.2,67.2,0.0,67.7,1,67.8,1,0.0
0054,2021-12-01,17042,4,519781,30.5,30.5,30.5,30.5,0.02,30.51,8,30.78,8,0.0
0055,2021-12-01,520313,308,12317457,23.53,23.82,23.5,23.82,0.27,23.8,5,23.83,5,0.0
0056,2021-12-01,8905367,5276,288495336,32.28,32.54,32.16,32.5,0.2,32.5,263,32.51,179,0.0
0057,2021-12-01,24000,6,2306350,95.5,96.5,95.5,96.5,1.25,96.25,20,96.55,2,0.0
0061,2021-12-01,131077,27,2926868,22.3,22.47,22.29,22.33,0.09,22.32,1,22.33,7,0.0
006203,2021-12-01,1000,1,67100,67.1,67.1,67.1,67.1,0.7,67.25,35,67.55,35,0.0
006204,2021-12-01,24006,8,2111225,87.5,88.05,87.2,88.05,0.55,88.0,50,88.3,25,0.0
006205,2021-12-01,351564,81,12789013,36.33,36.45,36.25,36.3,0.03,36.26,102,36.3,5,0.0
006206,2021-12-01,54660,35,1915906,35.18,35.18,34.95,35.0,0.07,34.94,6,34.97,1,0.0
006207,2021-12-01,25000,11,734560,29.43,29.46,29.35,29.35,0.05,29.32,1,29.36,2,0.0
006208,2021-12-01,1815817,2072,142795359,78.0,79.15,77.95,79.0,1.1,78.95,24,79.0,12,0.0
00625K,2021-12-01,0,0,0,,,,,0.0,8.37,5,8.55,2,0.0
00631L,2021-12-01,2397936,1184,321456408,131.65,135.85,131.35,135.4,3.7,135.35,10,135.4,26,0.0
00632R,2021-12-01,145062612,6062,779683370,5.42,5.43,5.33,5.34,0.08,5.34,7988,5.35,13759,0.0
00633L,2021-12-01,4592529,492,242831200,52.75,53.25,52.4,52.75,0.0,52.75,39,52.8,751,0.0
00634R,2021-12-01,185000,29,744750,4.03,4.05,4.01,4.03,0.01,4.02,399,4.03,10,0.0
00635U,2021-12-01,686001,256,16198106,23.65,23.66,23.58,23.66,0.14,23.66,6,23.67,200,0.0
00636,2021-12-01,640180,103,15691891,24.4,24.61,24.39,24.49,0.02,24.49,1,24.51,99,0.0
00636K,2021-12-01,200,2,1768,8.84,8.84,8.84,8.84,0.01,8.77,8,8.86,8,0.0
00637L,2021-12-01,19092051,2531,401357736,20.99,21.17,20.84,20.97,0.03,20.96,98,20.97,491,0.0
00638R,2021-12-01,1168000,29,9695560,8.34,8.34,8.29,8.32,0.01,8.32,7,8.33,647,0.0
00639,2021-12-01,533425,96,8814672,16.56,16.57,16.5,16.5,0.06,16.5,3,16.51,140,0.0
00640L,2021-12-01,647000,223,18313200,27.98,28.59,27.86,28.45,0.02,28.43,6,28.45,37,0.0
00641R,2021-12-01,198030,51,2055571,10.42,10.42,10.32,10.34,0.02,10.34,98,10.36,3,0.0
00642U,2021-12-01,18741992,4058,223216303,11.84,12.05,11.75,12.04,0.26,12.03,97,12.04,479,0.0
00643,2021-12-01,94167,63,1780690,19.0,19.01,18.81,18.81,0.2,18.81,18,18.86,4,0.0
00643K,2021-12-01,0,0,0,,,,,0.0,4.34,2,4.42,1,0.0
00645,2021-12-01,400361,71,10225292,25.64,25.65,25.36,25.59,0.11,25.59,2,25.62,10,0.0
00646,2021-12-01,1063740,697,41709528,39.16,39.34,39.06,39.31,0.21,39.3,2,39.31,9,0.0
00647L,2021-12-01,175031,93,12989044,73.45,74.6,73.45,74.6,0.55,74.55,1,74.6,60,0.0
00648R,2021-12-01,3515000,167,23179360,6.62,6.63,6.57,6.58,0.02,6.57,1602,6.58,78,0.0
00650L,2021-12-01,2087285,296,43395071,20.31,21.05,20.31,20.92,0.61,20.91,6,20.93,10,0.0
00651R,2021-12-01,674000,95,5346630,8.08,8.08,7.89,7.9,0.15,7.9,109,7.92,26,0.0
00652,2021-12-01,140301,110,3980293,28.16,28.54,28.16,28.42,0.24,28.41,33,28.47,1,0.0
00653L,2021-12-01,462361,225,20162292,43.35,44.1,43.01,44.05,0.25,44.01,4,44.05,28,0.0
00654R,2021-12-01,255000,73,2150420,8.46,8.48,8.39,8.42,0.05,8.38,138,8.42,129,0.0
00655L,2021-12-01,690100,225,27498598,39.95,40.18,39.55,39.81,0.08,39.8,5,39.81,104,0.0
00656R,2021-12-01,47000,12,356810,7.59,7.61,7.59,7.61,0.0,7.59,150,7.61,279,0.0
00657,2021-12-01,13000,5,438630,33.59,33.78,33.59,33.77,0.11,33.7,30,33.76,10,0.0
00657K,2021-12-01,200,2,2430,12.15,12.15,12.15,12.15,0.18,12.13,8,12.2,8,0.0
00660,2021-12-01,2144,5,62576,29.19,29.21,29.19,29.21,0.21,29.2,1,29.26,20,0.0
00661,2021-12-01,250002,10,8874421,35.52,35.52,35.38,35.38,0.06,35.38,1,35.42,15,0.0
00662,2021-12-01,649889,479,37802157,58.0,58.4,57.9,58.4,0.15,58.35,27,58.4,44,0.0
00663L,2021-12-01,17002,13,2077692,121.5,123.35,121.5,122.95,2.0,122.7,140,122.95,149,0.0
00664R,2021-12-01,9565520,533,58224199,6.14,6.14,6.03,6.04,0.09,6.04,6848,6.05,170,0.0
00665L,2021-12-01,993000,152,14954250,14.69,15.29,14.69,15.18,0.53,15.18,10,15.19,34,0.0
00666R,2021-12-01,71020,5,930403,13.14,13.14,13.1,13.1,0.29,13.05,38,13.19,105,0.0
00668,2021-12-01,185824,125,6478665,34.95,34.95,34.7,34.93,0.23,34.92,4,34.93,10,0.0
00668K,2021-12-01,200,2,2508,12.54,12.54,12.54,12.54,0.23,12.52,8,12.61,8,0.0
00669R,2021-12-01,6757150,449,53264186,7.91,7.92,7.86,7.86,0.03,7.86,1194,7.87,95,0.0
00670L,2021-12-01,363081,156,45657527,124.75,127.55,124.65,127.45,0.5,127.3,3,127.45,21,0.0
00671R,2021-12-01,3675040,281,18039118,4.94,4.94,4.88,4.88,0.03,4.88,571,4.89,229,0.0
00673R,2021-12-01,6535759,903,98866013,15.25,15.33,14.97,14.97,0.27,14.97,55,14.98,19,0.0
00674R,2021-12-01,122000,33,1612210,13.21,13.25,13.19,13.19,0.04,13.19,349,13.22,30,0.0
00675L,2021-12-01,448368,282,23415334,51.4,53.1,51.4,52.9,1.45,52.85,4,52.9,201,0.0
00676R,2021-12-01,7269330,425,24137322,3.35,3.35,3.29,3.3,0.05,3.3,2509,3.31,701,0.0
00678,2021-12-01,224799,51,6115318,27.34,27.34,27.15,27.26,0.08,27.27,11,27.28,1,0.0
00680L,2021-12-01,425011,43,11076656,26.0,26.13,25.93,26.13,0.2,26.06,94,26.13,97,0.0
00681R,2021-12-01,133000,26,1717070,12.92,12.94,12.9,12.91,0.03,12.89,2,12.92,250,0.0
00682U,2021-12-01,144166,38,2723143,18.89,18.91,18.87,18.88,0.02,18.88,11,18.89,4,0.0
00683L,2021-12-01,664001,147,12279918,18.42,18.53,18.42,18.5,0.01,18.5,14,18.51,23,0.0
00684R,2021-12-01,0,0,0,,,,,0.0,17.86,50,17.89,36,0.0
00685L,2021-12-01,7000,7,322930,45.49,46.61,45.49,46.58,1.24,46.35,10,46.52,15,0.0
00686R,2021-12-01,349000,51,1261270,3.65,3.65,3.59,3.6,0.06,3.59,200,3.6,38,0.0
00688L,2021-12-01,20000,1,519000,25.95,25.95,25.95,25.95,0.23,25.98,50,26.04,151,0.0
00689R,2021-12-01,200000,24,2708450,13.53,13.57,13.53,13.53,0.03,13.53,14,13.54,100,0.0
00690,2021-12-01,125589,19,4145515,32.65,33.05,32.65,33.05,0.45,32.99,26,33.04,1,0.0
00692,2021-12-01,2362002,1398,81721798,34.34,34.83,34.29,34.78,0.44,34.77,67,34.78,33,0.0
00693U,2021-12-01,288350,110,5624639,19.42,19.64,19.42,19.64,0.11,19.62,1,19.64,27,0.0
00700,2021-12-01,255000,27,3880620,15.0,15.34,15.0,15.21,0.21,15.21,10,15.23,1,0.0
00701,2021-12-01,328031,200,8505761,25.75,26.09,25.75,26.07,0.27,26.06,2,26.07,5,0.0
00702,2021-12-01,105631,28,2036125,19.17,19.32,19.17,19.31,0.32,19.28,20,19.32,24,0.0
00703,2021-12-01,84000,20,1660520,19.59,19.83,19.55,19.8,0.21,19.76,2,19.79,20,0.0
00706L,2021-12-01,54150,13,800187,14.8,14.8,14.77,14.79,0.06,14.77,1,14.79,51,0.0
00707R,2021-12-01,0,0,0,,,,,0.0,20.27,41,20.32,27,0.0
00708L,2021-12-01,1604200,528,40545384,25.31,25.38,25.19,25.38,0.29,25.37,5,25.38,62,0.0
00709,2021-12-01,202006,38,4624586,22.84,23.04,22.73,23.03,0.3,23.02,2,23.03,42,0.0
00710B,2021-12-01,804649,431,14401463,17.92,17.93,17.88,17.89,0.05,17.88,144,17.89,66,0.0
00711B,2021-12-01,111000,8,2221050,19.99,20.01,19.99,20.01,0.05,20.02,1,20.03,9,0.0
00712,2021-12-01,14563860,9365,199912945,13.6,13.81,13.51,13.81,0.21,13.81,55,13.82,1,0.0
00713,2021-12-01,1401765,988,58667239,41.55,42.06,41.5,41.98,0.41,41.98,19,41.99,100,0.0
00714,2021-12-01,335019,124,7395088,22.21,22.21,21.99,22.17,0.11,22.13,52,22.17,7,0.0
00715L,2021-12-01,95199954,10854,806500434,8.5,8.63,8.22,8.61,0.32,8.61,687,8.62,1858,0.0
00717,2021-12-01,814307,418,13402156,16.51,16.51,16.44,16.46,0.07,16.45,13,16.46,38,0.0
00728,2021-12-01,170367,121,5056047,29.52,29.85,29.48,29.83,0.43,29.83,10,29.86,3,0.0
00730,2021-12-01,510099,217,9860909,19.32,19.4,19.27,19.39,0.08,19.38,8,19.39,31,0.0
00731,2021-12-01,1235744,283,71100873,57.3,57.85,57.2,57.8,0.4,57.75,5,57.8,19,0.0
00732,2021-12-01,100001,3,4012039,40.12,40.12,40.12,40.12,0.03,40.04,20,40.2,4,0.0
00733,2021-12-01,171614,232,7023304,40.95,41.27,40.6,41.27,0.3,41.24,56,41.27,13,0.0
00735,2021-12-01,103130,10,3330825,31.86,32.36,31.86,32.36,0.56,32.33,17,32.46,1,0.0
00736,2021-12-01,104004,6,2270386,21.83,21.87,21.79,21.87,0.27,21.8,20,21.89,20,0.0
00737,2021-12-01,46451,54,1552390,33.45,33.58,33.3,33.58,0.13,33.58,1,33.59,50,0.0
00738U,2021-12-01,574138,185,13298213,23.25,23.3,23.03,23.27,0.06,23.27,9,23.28,5,0.0
00739,2021-12-01,73144,20,2037089,27.7,27.95,27.7,27.92,0.11,27.81,1,27.84,50,0.0
00742,2021-12-01,113030,6,2609817,23.03,23.12,23.03,23.09,0.1,23.21,1,23.27,28,0.0
00743,2021-12-01,1202,3,35290,29.36,29.36,29.36,29.36,0.14,29.25,32,29.37,1,0.0
00752,2021-12-01,1451514,796,33046457,22.62,22.88,22.53,22.83,0.17,22.83,20,22.84,50,0.0
00753L,2021-12-01,980307,324,22640836,22.81,23.45,22.8,23.39,0.34,23.33,34,23.39,11,0.0
00757,2021-12-01,1514917,1209,80371520,52.95,53.35,52.75,53.25,0.05,53.2,24,53.25,10,0.0
00762,2021-12-01,724061,151,32982361,45.39,45.77,45.29,45.76,0.27,45.76,1,45.77,50,0.0
00763U,2021-12-01,18012,20,501431,27.68,28.1,27.68,28.03,0.07,27.99,2,28.07,1,0.0
00770,2021-12-01,217566,24,8746391,40.09,40.34,40.09,40.34,0.16,40.31,1,40.33,1,0.0
00771,2021-12-01,103427,75,1931182,18.71,18.71,18.63,18.65,0.06,18.66,1,18.67,27,0.0
00774B,2021-12-01,2000,2,80400,40.2,40.2,40.2,40.2,0.05,40.0,10,40.41,4,0.0
00774C,2021-12-01,0,0,0,,,,,0.0,9.24,5,9.34,2,0.0
00775B,2021-12-01,2000,2,84000,42.0,42.0,42.0,42.0,0.05,41.88,5,42.07,1,0.0
00783,2021-12-01,318410,21,7763327,24.35,24.39,24.34,24.34,0.08,24.34,3,24.37,1,0.0
008201,2021-12-01,0,0,0,,,,,0.0,115.4,11,116.4,14,0.0
00830,2021-12-01,634826,283,21648544,33.91,34.25,33.9,34.24,0.04,34.24,1,34.25,147,0.0
00850,2021-12-01,751298,571,25945295,34.2,34.77,34.19,34.73,0.51,34.73,8,34.75,20,0.0
00851,2021-12-01,37394,20,1366432,36.56,36.63,36.38,36.63,0.42,36.69,2,36.71,20,0.0
00852L,2021-12-01,2289000,505,47706540,20.75,20.93,20.66,20.93,0.26,20.92,14,20.93,56,0.0
00861,2021-12-01,379756,142,11618850,30.47,30.67,30.41,30.65,0.07,30.62,76,30.63,86,0.0
00865B,2021-12-01,1000,1,36460,36.46,36.46,36.46,36.46,0.0,36.45,52,36.56,43,0.0
00875,2021-12-01,776775,350,23985870,30.9,30.99,30.71,30.99,0.1,30.98,18,30.99,38,0.0
00876,2021-12-01,1390248,250,45079906,32.19,32.52,32.13,32.52,0.15,32.5,2,32.52,38,0.0
00878,2021-12-01,7733286,3745,142772488,18.36,18.57,18.34,18.55,0.13,18.54,120,18.55,95,0.0
00881,2021-12-01,21346899,5121,387120526,17.92,18.27,17.92,18.23,0.28,18.23,496,18.24,186,0.0
00882,2021-12-01,6315207,1980,86336573,13.56,13.76,13.55,13.75,0.15,13.74,20,13.75,35,0.0
00885,2021-12-01,7151124,2339,127021954,17.78,17.84,17.71,17.79,0.11,17.78,74,17.79,14,0.0
00891,2021-12-01,9983455,2712,166964688,16.51,16.88,16.51,16.85,0.36,16.84,109,16.85,101,0.0
00892,2021-12-01,6261061,1398,103742096,16.51,16.71,16.46,16.67,0.16,16.66,20,16.67,63,0.0
00893,2021-12-01,11431522,2991,205397822,17.84,18.03,17.83,18.0,0.12,18.0,106,18.01,192,0.0
00894,2021-12-01,1899157,531,29618254,15.53,15.7,15.52,15.66,0.13,15.66,15,15.67,50,0.0
00895,2021-12-01,7098048,1957,134077746,18.8,18.97,18.76,18.94,0.04,18.93,50,18.94,70,0.0
00896,2021-12-01,5583558,1528,83085194,14.79,15.0,14.79,14.98,0.14,14.97,82,14.98,7,0.0
00897,2021-12-01,2876245,494,40104584,13.89,13.98,13.88,13.97,0.06,13.97,47,13.98,152,0.0
00898,2021-12-01,4197843,894,41229067,9.83,9.85,9.77,9.84,0.01,9.84,34,9.85,230,0.0
01001T,2021-12-01,3000,3,53190,17.73,17.73,17.73,17.73,0.01,17.73,30,17.8,3,0.0
01002T,2021-12-01,150000,41,2700370,17.99,18.03,17.99,18.01,0.02,18.0,56,18.02,1,0.0
01003T,2021-12-01,0,0,0,,,,,0.0,19.65,1,19.92,1,0.0
01004T,2021-12-01,1006,2,15795,15.7,15.7,15.7,15.7,0.01,15.56,2,15.7,1,0.0
01007T,2021-12-01,63000,28,1241540,19.78,19.78,19.68,19.78,0.0,19.78,3,19.8,5,0.0
01009T,2021-12-01,95000,7,863950,9.08,9.1,9.08,9.09,0.0,9.08,10,9.1,8,0.0
01010T,2021-12-01,8000,4,82370,10.29,10.3,10.29,10.29,0.0,10.25,4,10.3,10,0.0
020000,2021-12-01,4000,3,27820,6.93,6.99,6.93,6.99,0.04,6.99,10,7.0,12,0.0
020002,2021-12-01,0,0,0,,,,,0.0,15.78,499,15.8,355,0.0
020004,2021-12-01,0,0,0,,,,,0.0,33.11,499,33.12,499,0.0
020006,2021-12-01,0,0,0,,,,,0.0,35.09,100,35.1,100,0.0
020007,2021-12-01,0,0,0,,,,,0.0,34.91,212,34.96,208,0.0
020008,2021-12-01,48000,6,607880,12.65,12.75,12.65,12.75,0.07,12.74,100,12.75,100,0.0
020011,2021-12-01,1000,1,6760,6.76,6.76,6.76,6.76,0.03,6.83,495,6.84,287,0.0
020012,2021-12-01,1000,1,6480,6.48,6.48,6.48,6.48,0.0,6.51,100,6.52,100,0.0
020015,2021-12-01,0,0,0,,,,,0.0,15.25,498,15.27,286,0.0
020016,2021-12-01,6000,2,131480,21.73,21.95,21.73,21.95,0.02,21.94,493,21.96,286,0.0
020018,2021-12-01,104000,9,1921800,18.32,18.56,18.32,18.56,0.19,18.56,485,18.58,280,0.0
020019,2021-12-01,15000,10,225670,14.9,15.16,14.9,15.16,0.28,15.17,499,15.18,1,0.0
02001L,2021-12-01,91000,4,940060,10.26,10.38,10.26,10.36,0.12,10.36,9,10.37,10,0.0
02001R,2021-12-01,160000,1,489600,3.06,3.06,3.06,3.06,0.02,3.05,10,3.06,10,0.0
020020,2021-12-01,544000,125,4014090,7.21,7.44,7.21,7.44,0.16,7.43,101,7.44,127,0.0
020022,2021-12-01,640000,130,3459600,5.41,5.43,5.38,5.42,0.01,5.42,94,5.43,121,0.0
020028,2021-12-01,1030000,142,5375700,5.22,5.24,5.18,5.24,0.01,5.23,503,5.24,505,0.0
020029,2021-12-01,1337000,185,7073910,5.2,5.35,5.2,5.34,0.13,5.34,506,5.35,502,0.0
020030,2021-12-01,11700000,508,59112000,5.04,5.09,5.01,5.08,0.06,5.08,414,5.09,407,0.0
1101,2021-12-01,16232661,9636,753290210,46.0,46.85,46.0,46.6,0.6,46.6,77,46.7,15,13.67
1101B,2021-12-01,6080,10,317566,52.2,52.3,52.2,52.3,0.0,51.9,2,52.2,10,0.0
1102,2021-12-01,10842685,6352,457555765,42.1,42.7,42.05,42.35,0.35,42.3,34,42.35,6,9.71
1103,2021-12-01,375339,279,7705967,20.5,20.65,20.4,20.6,0.15,20.6,3,20.65,11,7.25
1104,2021-12-01,772029,509,16445352,21.0,21.5,20.9,21.45,0.45,21.4,3,21.45,1,12.69
1108,2021-12-01,183009,100,2101324,11.4,11.6,11.4,11.5,0.1,11.5,3,11.55,2,19.83
1109,2021-12-01,154526,102,3099245,19.9,20.15,19.9,20.15,0.15,20.1,2,20.15,7,7.12
1110,2021-12-01,611437,266,12057495,19.65,20.05,19.6,19.8,0.15,19.75,10,19.85,9,82.5
1201,2021-12-01,382923,234,8479769,22.2,22.25,22.0,22.2,0.1,22.15,16,22.25,43,18.81
1203,2021-12-01,16446,51,542501,33.0,33.2,32.75,32.75,0.25,32.75,3,33.15,1,17.9
1210,2021-12-01,692101,981,36077197,52.0,52.3,51.8,52.2,0.2,52.1,44,52.2,7,18.19
1213,2021-12-01,12538,12,103940,8.59,8.59,8.2,8.2,0.21,8.21,2,8.47,2,0.0
1215,2021-12-01,474867,633,38029627,80.5,80.5,79.7,80.2,0.7,80.2,5,80.3,4,14.5
1216,2021-12-01,8889286,4727,595763220,66.1,67.5,66.0,67.1,1.7,67.1,61,67.2,81,19.01
1217,2021-12-01,500920,283,5159837,10.25,10.35,10.25,10.3,0.0,10.25,162,10.3,4,20.2
1218,2021-12-01,134650,165,3613987,26.65,27.0,26.6,27.0,0.25,26.95,2,27.0,6,21.95
1219,2021-12-01,193471,109,3953719,20.3,20.55,20.3,20.5,0.0,20.45,8,20.5,16,16.67
1220,2021-12-01,140025,78,2141933,15.3,15.4,15.15,15.4,0.1,15.35,2,15.4,4,13.28
1225,2021-12-01,44208,38,2231486,49.85,50.9,49.85,50.9,0.6,50.7,1,50.8,3,23.24
1227,2021-12-01,392649,430,20140774,51.1,51.5,51.1,51.2,0.2,51.2,54,51.4,4,17.59
1229,2021-12-01,1237791,1265,70757728,57.3,57.5,56.8,57.5,0.0,57.4,23,57.5,41,16.34
1231,2021-12-01,103136,220,7008327,67.9,68.2,67.8,67.9,0.1,67.8,10,68.0,13,17.23
1232,2021-12-01,38029,148,6158604,160.5,163.5,160.5,163.0,2.5,162.5,2,163.0,2,19.78
1233,2021-12-01,13003,14,439799,34.0,34.0,33.65,33.65,0.0,33.85,1,34.0,3,73.15
1234,2021-12-01,186869,120,6514508,34.7,35.2,34.65,35.2,0.4,34.85,4,35.2,3,20.0
1235,2021-12-01,65849,44,2911931,44.3,45.15,44.05,44.15,0.35,44.1,2,44.15,9,61.32
1236,2021-12-01,724909,523,15847139,21.7,22.35,21.35,21.45,0.3,21.45,7,21.5,24,0.0
1256,2021-12-01,34189,903,12181153,357.0,357.0,354.5,354.5,2.0,355.5,1,356.5,5,13.95
1301,2021-12-01,4446629,2226,459358510,102.0,104.0,102.0,104.0,1.5,103.5,139,104.0,276,10.16
1303,2021-12-01,4413764,2481,366955926,82.0,83.8,82.0,83.5,1.0,83.5,48,83.6,72,8.72
1304,2021-12-01,7312401,3398,230991470,31.3,31.95,31.1,31.95,0.55,31.9,42,31.95,188,6.99
1305,2021-12-01,3716213,2175,125908579,33.6,34.3,33.2,34.2,0.3,34.15,27,34.2,32,6.88
1307,2021-12-01,76131,45,1556227,20.4,20.6,20.4,20.5,0.05,20.5,1,20.55,1,42.71
1308,2021-12-01,7608906,3454,282762620,36.5,37.7,36.15,37.6,1.1,37.55,8,37.6,140,8.26
1309,2021-12-01,1005710,790,33909919,33.65,33.95,33.45,33.9,0.05,33.85,12,33.9,14,5.85
1310,2021-12-01,2501437,1192,43196034,17.0,17.45,16.95,17.35,0.4,17.35,21,17.4,5,11.64
1312,2021-12-01,15688145,6381,449275029,28.5,28.95,28.35,28.7,0.05,28.7,86,28.75,36,3.78
1312A,2021-12-01,52000,8,1820000,35.0,35.0,35.0,35.0,0.0,34.95,3,35.1,8,0.0
1313,2021-12-01,3289485,1554,69367855,21.2,21.35,20.85,21.25,0.05,21.2,153,21.25,7,6.48
1314,2021-12-01,19493318,4319,246864971,12.65,12.8,12.5,12.75,0.05,12.75,209,12.8,725,10.45
1315,2021-12-01,128253,116,8489694,66.2,67.5,65.5,66.4,0.9,66.4,2,67.2,6,154.42
1316,2021-12-01,9876233,3848,216178151,21.65,22.25,21.5,22.15,0.25,22.15,9,22.2,159,0.0
1319,2021-12-01,527096,408,17322023,32.55,33.15,32.55,33.15,0.45,33.0,54,33.15,10,28.33
1321,2021-12-01,251812,114,8861770,35.15,35.45,35.0,35.0,0.1,35.0,30,35.05,10,16.28
1323,2021-12-01,100215,84,3494111,34.8,35.0,34.8,34.95,0.2,34.9,1,34.95,12,11.31
1324,2021-12-01,29199,28,318862,10.9,11.0,10.9,11.0,0.15,10.95,1,11.0,18,0.0
1325,2021-12-01,4407892,2972,206484294,47.5,48.0,45.65,46.7,2.65,46.6,3,46.7,7,4.84
1326,2021-12-01,2298554,1672,181518774,78.1,79.5,78.1,79.4,1.3,79.3,22,79.4,13,10.42
1337,2021-12-01,397403,258,2831689,7.05,7.17,7.05,7.14,0.09,7.13,3,7.14,17,0.0
1338,2021-12-01,134437,118,6847498,50.5,51.5,50.4,51.4,0.6,51.3,3,51.4,2,10.47
1339,2021-12-01,21938,58,746742,34.05,34.1,33.9,34.05,0.0,33.9,6,34.05,1,23.48
1340,2021-12-01,70834,89,796414,11.4,11.4,11.2,11.25,0.1,11.2,3,11.25,8,0.0
1341,2021-12-01,7006,11,469094,67.3,67.4,66.8,66.8,0.0,67.1,1,67.9,1,10.05
1342,2021-12-01,24019,23,1331167,55.9,55.9,55.2,55.7,0.1,55.5,3,55.8,2,17.41
1402,2021-12-01,8343896,3628,234293567,27.85,28.35,27.75,28.3,0.4,28.25,71,28.3,28,15.3
1409,2021-12-01,2106874,786,41152236,19.4,19.7,19.35,19.65,0.25,19.6,40,19.65,29,8.66
1410,2021-12-01,49001,36,1811337,36.65,37.2,36.65,37.1,0.15,36.9,10,37.1,1,29.92
1413,2021-12-01,75857,36,759577,10.0,10.05,9.99,10.0,0.05,10.0,29,10.05,1,34.48
1414,2021-12-01,4725234,2078,88332455,18.9,19.2,18.3,18.7,0.7,18.7,58,18.75,8,34.0
1416,2021-12-01,151334,96,1684268,11.05,11.2,11.0,11.15,0.05,11.15,6,11.2,7,0.0
1417,2021-12-01,311658,166,4403983,14.3,14.3,14.0,14.2,0.1,14.15,15,14.25,6,12.68
1418,2021-12-01,3001,4,32311,10.45,11.4,10.45,11.4,0.1,10.45,3,11.45,4,0.0
1419,2021-12-01,128080,86,5569936,43.0,43.8,43.0,43.8,0.4,43.8,5,43.9,6,26.87
1423,2021-12-01,77559,50,1508004,19.3,19.6,19.25,19.6,0.05,19.55,1,19.6,12,4.47
1432,2021-12-01,121644,82,1570105,12.9,12.95,12.75,12.9,0.0,12.85,7,12.9,5,0.0
1434,2021-12-01,1320977,924,38174803,28.9,29.15,28.75,29.0,0.1,29.0,5,29.05,13,23.39
1435,2021-12-01,82165,53,2239198,27.0,27.5,27.0,27.15,0.15,27.2,2,27.5,3,0.0
1436,2021-12-01,38914,90,2095840,53.8,54.0,53.7,53.8,0.0,53.7,2,53.8,3,11.14
1437,2021-12-01,83709,38,2124173,25.35,25.4,25.3,25.4,0.05,25.35,6,25.4,2,11.29
1438,2021-12-01,877690,613,26264021,31.0,31.0,29.55,30.15,0.85,30.1,2,30.15,1,301.5
1439,2021-12-01,9072,15,214105,23.35,23.75,23.35,23.7,0.15,23.55,3,23.65,2,0.0
1440,2021-12-01,5847473,2242,133497712,22.95,23.0,22.6,22.9,0.05,22.9,86,22.95,116,11.62
